ID,owner_age,personal_income,business_expenses,business_turnover,business_age_years,Target,savings_and_assets,debt_and_repayment,res_to_shocks,access_to_cred
ID_XC6I4N,40.0,7500.0,4000.0,7500.0,,Low,24.732,45.654,81.20400000000001,35.157
ID_SFY0U5,61.0,600000.0,15000.0,9000000.0,,Medium,18.604,44.974000000000004,111.559,35.157
ID_OHFF8P,57.0,300.0,720.0,5400.0,6.0,Low,32.192,42.712,115.02000000000001,34.221
ID_DLSXJN,24.0,280000.0,2500.0,10000.0,3.0,Low,24.732,45.654,80.69200000000001,35.157
ID_9UZC2P,25.0,1000.0,250.0,920.0,8.0,Low,20.513,35.196000000000005,79.56400000000001,23.438
ID_SOS0ZX,42.0,375000.0,200000.0,4500000.0,6.0,Low,29.079,56.587,80.69200000000001,33.285
ID_WYRW3H,27.0,600000.0,100000.0,450000.0,5.0,Low,32.753,44.974000000000004,81.20400000000001,33.285
ID_6S2BUG,45.0,75000.0,1500.0,40000.0,18.0,Low,30.299,54.13000000000001,80.69200000000001,35.157
ID_V9C0XF,22.0,600.0,4500.0,6000.0,0.0,Medium,14.271,26.040000000000003,78.194,22.502
ID_OWZIUT,38.0,160000.0,420000.0,600000.0,10.0,Low,30.299,45.654,80.69200000000001,33.285
ID_Y0BHF0,60.0,450.0,1500.0,2000.0,18.0,Low,38.987,48.236000000000004,115.70500000000001,35.157
ID_D1ZWAE,38.0,2400.0,10200.0,14400.0,4.0,Low,33.412,47.966,115.70500000000001,34.221
ID_BHIQ61,38.0,400.0,2400.0,7200.0,3.0,Medium,38.979,25.720000000000002,55.888,1.872
ID_6Z6B95,22.0,150000.0,850000.0,1200000.0,1.0,Low,29.754,45.654,81.20400000000001,36.092999999999996
ID_LJAF4W,40.0,4500.0,3000.0,7500.0,3.0,Medium,32.859,34.274,115.53200000000001,33.285
ID_WNX23V,43.0,2000.0,5000.0,11000.0,7.0,Medium,32.859,56.587,115.53200000000001,35.157
ID_6ELCAN,36.0,900000.0,1800000.0,10800000.0,5.0,Low,29.079,54.81,81.20400000000001,33.285
ID_6XY8DS,47.0,150.0,960.0,3000.0,4.0,Medium,22.278,34.216,66.47800000000001,33.285
ID_2LED4O,39.0,42000.0,280000.0,504000.0,19.0,Low,29.079,48.111000000000004,115.35900000000001,35.157
ID_IZZM39,46.0,4400.0,3600.0,8000.0,10.0,Low,19.846,50.478,80.24900000000001,22.502
ID_WHVNZH,45.0,3000.0,5000.0,22500.0,5.0,Medium,43.334,54.68200000000001,71.06700000000001,33.285
ID_535C7O,34.0,230.0,3600.0,7200.0,9.0,Low,38.979,34.896,115.02000000000001,33.285
ID_G70G58,39.0,65000.0,5000.0,15000.0,19.0,Medium,19.823999999999998,45.63400000000001,80.69200000000001,33.285
ID_XHN5E0,103.0,900.0,350.0,15000.0,25.0,Medium,27.853,33.489,115.53200000000001,33.285
ID_L64VYV,32.0,250.0,2280.0,9600.0,4.0,Medium,37.759,34.896,66.47800000000001,34.221
ID_NU31EI,51.0,20000.0,13800.0,50000.0,12.0,Medium,34.079,47.896,52.599999999999994,35.157
ID_6YY5XH,51.0,500.0,400.0,300.0,2.0,Low,18.059,50.478,80.07600000000001,22.502
ID_DYJXM8,43.0,700000.0,380000.0,8400000.0,6.0,Low,23.512,47.771,80.69200000000001,35.157
ID_20XKIA,29.0,15000.0,5570.0,15000.0,1.0,Medium,27.853,48.09100000000001,66.99000000000001,35.157
ID_4LR9TJ,45.0,4000.0,11500.0,15500.0,0.0,High,34.079,32.614000000000004,66.132,33.285
ID_OR7875,59.0,3500.0,18000.0,60000.0,15.0,Medium,27.853,41.400000000000006,66.47800000000001,35.157
ID_1DGTG6,28.0,1600000.0,15360000.0,19200000.0,12.0,Low,30.299,45.63400000000001,80.69200000000001,33.285
ID_PSHYNN,33.0,2000000.0,1000000.0,25160000.0,10.0,Low,19.823999999999998,44.974000000000004,80.69200000000001,33.285
ID_AVE7E5,28.0,200.0,1600.0,1800.0,6.0,Low,44.554,47.45100000000001,115.02000000000001,35.157
ID_S3AXJF,61.0,50.0,180.0,420.0,41.0,Low,22.278,34.216,115.02000000000001,34.221
ID_IB26PZ,22.0,1000000.0,7000000.0,9000000.0,4.0,Low,24.732,45.654,81.20400000000001,33.285
ID_AZ54QY,51.0,115.0,,,2.0,Low,37.759,39.81,115.02000000000001,34.221
ID_83EJFB,50.0,97.0,97.0,97.0,5.0,Medium,11.15,35.196000000000005,79.56400000000001,23.438
ID_WPBNGZ,48.0,350.0,3000.0,4200.0,12.0,Low,22.278,34.896,115.70500000000001,34.221
ID_3PVVQZ,34.0,80.0,16200.0,25200.0,3.0,Low,21.058,34.896,115.02000000000001,34.221
ID_80N18M,28.0,120.0,360.0,2160.0,2.0,Medium,38.979,34.216,55.888,34.221
ID_4JEP4L,63.0,150.0,600.0,2400.0,10.0,Low,22.278,34.216,120.31500000000001,34.221
ID_LA17QQ,37.0,1750.0,5400.0,15600.0,21.0,Low,21.058,34.896,115.02000000000001,34.221
ID_K5AKAD,27.0,100.0,720.0,3600.0,3.0,Low,38.979,34.896,115.02000000000001,33.285
ID_77UC5H,38.0,1000.0,3000.0,6000.0,2.0,Medium,32.192,34.216,101.142,45.004
ID_1AJSJJ,68.0,1000.0,300.0,1000.0,0.0,Low,20.513,39.45,79.218,22.502
ID_ZQW6L8,99.0,97.0,97.0,97.0,5.0,Low,14.938,40.305,70.38600000000001,22.502
ID_EFG0K2,55.0,40.0,240.0,720.0,2.0,Low,22.278,39.13,115.53200000000001,34.221
ID_2LYDKG,37.0,5000.0,800.0,2000.0,6.0,Medium,19.846,50.478,79.56400000000001,22.502
ID_KSGV2F,51.0,400.0,27000.0,36000.0,7.0,Medium,38.979,39.13,61.778,33.285
ID_YRMF24,27.0,30.0,420.0,780.0,2.0,Low,38.979,26.400000000000002,115.02000000000001,34.221
ID_F1O508,40.0,500.0,4800.0,14400.0,2.0,Low,33.412,34.216,115.02000000000001,34.221
ID_ZLN25D,53.0,520.0,2880.0,6240.0,3.0,Low,33.412,34.896,115.19300000000001,34.221
ID_6IT1EK,43.0,27000.0,19000.0,25000.0,21.0,Medium,34.079,57.26700000000001,66.65100000000001,33.285
ID_9PVIEW,40.0,120.0,960.0,1440.0,15.0,Low,21.058,34.556000000000004,115.02000000000001,34.221
ID_OLWIMR,54.0,2500.0,4000.0,12000.0,5.0,Medium,38.987,48.77100000000001,66.65100000000001,33.285
ID_0U2HVM,42.0,30000.0,50000.0,60000.0,15.0,Low,23.512,48.77100000000001,81.20400000000001,35.157
ID_VUBQEZ,32.0,700000.0,500000.0,8400000.0,3.0,Medium,29.079,48.111000000000004,104.769,33.285
ID_OA2VCY,37.0,7500.0,25000.0,50000.0,11.0,Low,34.079,40.08,164.247,33.285
ID_JJY4MZ,37.0,1000.0,3500.0,6000.0,0.0,Low,32.761,48.09100000000001,114.674,35.157
ID_R1WL2I,35.0,20.0,120.0,480.0,1.0,Low,21.058,34.896,115.02000000000001,34.221
ID_B1QAYT,29.0,200.0,240.0,960.0,1.0,Low,37.759,34.896,115.02000000000001,34.221
ID_OT8HLJ,57.0,24000.0,2000.0,6000.0,3.0,Low,32.859,57.26700000000001,115.19300000000001,33.285
ID_MK3P6O,40.0,2000.0,1200.0,1500.0,15.0,Low,17.392,34.536,79.56400000000001,22.502
ID_0L1Q9R,35.0,900000.0,300000.0,9000000.0,,Low,25.391,45.63400000000001,80.69200000000001,35.157
ID_TZS9D8,29.0,70.0,300.0,3600.0,3.0,Low,38.979,34.896,115.02000000000001,34.221
ID_3HZCD3,30.0,2300.0,4000.0,6500.0,3.0,Low,44.554,40.08,115.53200000000001,33.285
ID_3VKOG1,35.0,3000.0,6000.0,9000.0,1.0,Medium,27.853,48.77100000000001,66.132,35.157
ID_2QGAW3,47.0,300.0,1920.0,3600.0,5.0,Medium,37.759,34.216,66.65100000000001,34.221
ID_HQUZ3M,37.0,84000.0,128000.0,168000.0,2.0,Low,19.823999999999998,55.92700000000001,81.20400000000001,36.092999999999996
ID_L68NTK,42.0,4000.0,220000.0,240000.0,27.0,High,38.987,56.587,115.02000000000001,35.157
ID_TIUJ5I,53.0,60.0,4200.0,6000.0,7.0,Low,37.759,34.216,115.02000000000001,34.221
ID_KXT614,32.0,100.0,240.0,960.0,2.0,Low,22.278,39.13,115.19300000000001,33.285
ID_OI5AFQ,37.0,,4800.0,7200.0,5.0,High,38.979,34.216,47.222,12.655
ID_E8NEA0,44.0,300.0,1800.0,2400.0,3.0,Low,22.278,34.216,115.02000000000001,34.221
ID_UHXID4,58.0,740.0,350.0,13000.0,14.0,Medium,27.853,48.77100000000001,66.99000000000001,35.157
ID_MJOIEZ,55.0,196000.0,1700000.0,2400000.0,20.0,Low,24.732,47.431000000000004,81.20400000000001,33.285
ID_XD6ZMB,24.0,2800.0,1000.0,1500.0,4.0,Low,18.059,63.888000000000005,79.56400000000001,22.502
ID_AGIRW3,37.0,,,,4.0,Low,38.979,34.896,115.02000000000001,34.221
ID_505S34,39.0,900000.0,5832000.0,10800000.0,2.0,Low,33.42,45.63400000000001,81.20400000000001,33.285
ID_PNVJAZ,41.0,50.0,480.0,960.0,5.0,Low,38.979,34.896,115.02000000000001,34.221
ID_MSWRR9,50.0,0.0,2600.0,12000.0,15.0,Low,30.974,52.615,80.69200000000001,33.285
ID_PWG3XG,64.0,4000.0,6000.0,10000.0,2.0,Medium,39.646,56.00200000000001,66.47800000000001,33.285
ID_4LF3CF,35.0,3000.0,1200.0,1700.0,12.0,Medium,17.392,34.536,80.24900000000001,23.438
ID_ROYR6C,22.0,1500.0,1000.0,3000.0,1.0,Low,27.853,39.4,114.674,37.028999999999996
ID_LBADKE,35.0,1050000.0,9000.0,12600000.0,5.0,Low,30.299,48.77100000000001,79.668,33.285
ID_VZHQJY,59.0,4000.0,4000.0,9000.0,17.0,High,43.895,41.985,66.99000000000001,35.157
ID_U5WH50,36.0,400.0,1200.0,4000.0,2.0,Low,32.761,63.37300000000001,114.674,33.285
ID_CN6CYO,56.0,75000000.0,15000.0,9000000.0,22.0,Low,23.512,44.974000000000004,80.69200000000001,35.157
ID_FWPS64,45.0,112000.0,584000.0,720000.0,25.0,Low,24.732,45.654,81.20400000000001,33.285
ID_2VWMD5,61.0,1000.0,250.0,600.0,6.0,Low,20.513,35.196000000000005,79.56400000000001,23.438
ID_XCAAL8,65.0,1000.0,350.0,500.0,5.0,Medium,8.696,49.818,79.73700000000001,22.502
ID_ARX7HM,42.0,180.0,700.0,2500.0,6.0,Low,38.979,34.896,115.53200000000001,34.221
ID_JADFY0,54.0,390.0,2400.0,4680.0,24.0,Low,33.412,43.392,115.19300000000001,34.221
ID_1WPXOW,48.0,200000.0,130000.0,40000.0,19.0,Medium,21.611,53.295,80.69200000000001,13.591
ID_53YKYY,48.0,6500.0,25000.0,45000.0,5.0,Low,38.987,49.896,115.02000000000001,33.285
ID_Z90UE0,73.0,240.0,2000.0,5000.0,16.0,Low,21.058,34.216,115.02000000000001,33.285
ID_V05AQB,29.0,50.0,,,0.0,Low,21.058,25.720000000000002,115.53200000000001,34.221
ID_DLONKC,48.0,97.0,97.0,300.0,18.0,Low,17.392,35.196000000000005,79.56400000000001,23.438
ID_3W5UZB,42.0,12500.0,8400.0,14400.0,3.0,Low,38.987,49.21600000000001,115.02000000000001,33.285
ID_L9MQ11,63.0,1500.0,800.0,2300.0,15.0,Medium,22.967,41.321999999999996,80.07600000000001,22.502
ID_ADDQHK,39.0,1500.0,2000.0,4000.0,7.0,Low,38.312,40.08,115.02000000000001,35.157
ID_0GNVYG,25.0,50.0,300.0,600.0,2.0,Low,21.058,25.720000000000002,7.772,1.872
ID_YP7ZZ3,39.0,150.0,600.0,2400.0,5.0,Low,22.278,34.896,144.586,34.221
ID_XT54FN,37.0,1500.0,40000.0,60000.0,1.0,Medium,38.987,71.86900000000001,66.47800000000001,33.285
ID_1BKDJT,31.0,15.0,,,18.0,Low,22.278,34.896,115.186,34.221
ID_T0OYPK,35.0,450000.0,200000.0,450000.0,5.0,Low,24.732,45.654,80.69200000000001,35.157
ID_EH1VR1,24.0,1400.0,1200.0,1425.0,0.0,Medium,27.853,47.45100000000001,66.132,35.157
ID_15F4JM,60.0,700.0,100.0,600.0,8.0,Low,22.967,49.818,80.24900000000001,22.502
ID_KTS3M1,32.0,120000.0,1800000.0,1440000.0,10.0,Low,23.512,48.77100000000001,81.20400000000001,35.157
ID_7KVK1X,31.0,700000.0,5000000.0,9600000.0,1.0,Low,24.732,45.654,81.20400000000001,35.157
ID_A9U18M,34.0,300000.0,600000.0,3600000.0,3.0,Low,30.299,47.431000000000004,80.69200000000001,35.157
ID_WPQO2L,65.0,500.0,300.0,1000.0,10.0,Low,44.554,46.77100000000001,115.02000000000001,35.157
ID_CBTL97,35.0,150000.0,12500.0,1800000.0,1.0,Low,23.512,54.81,81.20400000000001,35.157
ID_VYCS44,59.0,500.0,800.0,1200.0,10.0,Low,27.853,48.09100000000001,115.53200000000001,35.157
ID_MWBV6I,24.0,500.0,3000.0,6000.0,20.0,Low,22.278,34.216,115.02000000000001,1.872
ID_VE00H2,35.0,180000.0,30000.0,60000.0,13.0,Medium,43.334,48.576,56.573,33.285
ID_82MWOL,33.0,200.0,,,20.0,Low,38.979,34.216,115.02000000000001,34.221
ID_Q5V7C6,48.0,2400.0,3000.0,60000.0,3.0,Low,22.945,41.400000000000006,115.19300000000001,33.285
ID_OW2R57,51.0,1700.0,500.0,1700.0,30.0,Medium,26.633000000000003,41.400000000000006,66.99000000000001,35.157
ID_ZL8ZY8,32.0,1200.0,,,14.0,Medium,37.759,34.216,56.061,34.221
ID_8479R1,29.0,556250.0,2880000.0,5475000.0,6.0,Medium,35.874,45.654,80.69200000000001,33.285
ID_VJQZPL,38.0,12000000.0,7500000.0,400000.0,12.0,Low,24.171,46.31400000000001,81.20400000000001,33.285
ID_UOLGQE,70.0,500.0,500.0,1000.0,38.0,Low,43.334,48.77100000000001,115.53200000000001,35.157
ID_YNIIJU,63.0,1500.0,350.0,1500.0,20.0,Medium,20.513,34.536,79.73700000000001,22.502
ID_L0PSEX,62.0,,28800.0,1800.0,26.0,Low,38.979,34.896,115.186,34.221
ID_7JW9WC,44.0,2000.0,19200.0,24000000.0,6.0,Medium,38.979,39.81,105.11500000000001,33.285
ID_B8MC02,57.0,750.0,,,10.0,Medium,37.759,34.896,55.888,34.221
ID_3YJZ99,70.0,500.0,500.0,1000.0,14.0,Medium,27.853,40.08,66.47800000000001,33.285
ID_YGSKQY,53.0,120000.0,800000.0,1560000.0,8.0,Low,24.732,46.31400000000001,81.20400000000001,36.092999999999996
ID_M77XVM,32.0,42000.0,25000.0,40000.0,3.0,Low,24.732,48.77100000000001,80.69200000000001,35.157
ID_3RVWOZ,58.0,800.0,500.0,1300.0,10.0,Low,38.987,57.26700000000001,115.02000000000001,33.285
ID_YONP5B,46.0,30.0,1800.0,5520.0,1.0,Low,21.058,31.314,115.02000000000001,34.221
ID_KPM4SJ,39.0,120000.0,300000.0,350000.0,13.0,Low,27.853,46.31400000000001,81.20400000000001,33.285
ID_WODGZD,60.0,22000.0,110000.0,150000.0,29.0,Low,34.079,55.607,115.02000000000001,33.285
ID_2PV7WY,36.0,500.0,3600.0,9600.0,8.0,High,38.979,43.392,145.098,33.285
ID_ZYKSLJ,33.0,500000.0,200000.0,9600000.0,5.0,Medium,30.299,46.31400000000001,81.20400000000001,11.719
ID_KXSNPC,36.0,3500.0,12000.0,36000.0,3.0,Medium,32.192,42.712,112.244,34.221
ID_EHELYJ,34.0,80.0,1008.0,3360.0,10.0,Low,21.058,34.216,115.02000000000001,34.221
ID_3DZXLR,45.0,1000.0,1200.0,550.0,1.0,Medium,38.987,39.4,66.132,33.285
ID_46T0RK,55.0,150.0,1200.0,600.0,7.0,Low,22.278,39.81,115.53200000000001,34.221
ID_RBT4OB,47.0,200.0,50.0,97.0,2.0,Medium,17.392,39.45,79.73,22.502
ID_LLSAJH,26.0,2200.0,3000.0,5400.0,1.0,Medium,44.554,48.77100000000001,66.644,33.285
ID_HIFECV,45.0,80.0,1080.0,1800.0,1.0,Low,38.979,34.896,115.02000000000001,34.221
ID_JLAR90,33.0,84000.0,10000.0,1008000.0,7.0,Low,29.079,44.974000000000004,80.69200000000001,35.157
ID_RB9OPL,59.0,12000.0,1500.0,3000.0,10.0,Low,38.987,48.09100000000001,115.70500000000001,35.157
ID_0KZ4Z7,24.0,2500.0,3000.0,6000.0,30.0,Low,26.633000000000003,57.26700000000001,115.53200000000001,35.157
ID_WNVQJI,46.0,350.0,12000.0,14400.0,9.0,Medium,38.979,39.13,66.47800000000001,34.221
ID_OLBA11,48.0,7000.0,100.0,25.0,1.0,Low,27.853,40.08,115.186,35.157
ID_F4OHEU,53.0,4000.0,16000.0,20000.0,20.0,Low,25.421,49.818,79.56400000000001,22.502
ID_EH3RFW,19.0,97.0,97.0,97.0,3.0,Low,20.513,34.536,79.218,22.502
ID_CHT1TP,41.0,45000.0,550000.0,1300000.0,3.0,Medium,27.853,45.63400000000001,120.73700000000001,33.285
ID_G0E5H0,40.0,300000.0,50000.0,200000.0,19.0,Low,33.42,45.654,80.69200000000001,33.285
ID_SX2YP7,60.0,80000.0,19000.0,960000.0,6.0,Low,26.633000000000003,47.431000000000004,80.69200000000001,35.157
ID_A481KR,34.0,14.0,60.0,240.0,0.0,Low,22.278,34.216,115.53200000000001,34.221
ID_LF8QVJ,46.0,45.0,480.0,1800.0,10.0,Low,22.278,34.216,115.53200000000001,33.285
ID_WUCX67,65.0,1500.0,300.0,600.0,25.0,Low,27.853,48.77100000000001,115.53200000000001,35.157
ID_CRFMKS,56.0,6000.0,3000.0,4000.0,13.0,Low,20.513,35.196000000000005,79.56400000000001,23.438
ID_4EOXIR,39.0,97.0,5000.0,10000.0,1.0,Low,18.059,58.31399999999999,79.218,22.502
ID_Y1EC89,54.0,200.0,1080.0,3600.0,9.0,Low,22.278,34.216,115.19300000000001,34.221
ID_U943FW,22.0,3000.0,200.0,2000.0,2.0,Low,17.392,34.536,79.218,22.502
ID_JM171K,35.0,60000.0,3000.0,10000.0,2.0,Low,24.732,46.31400000000001,80.69200000000001,33.285
ID_37H4KY,54.0,5500.0,2000.0,5000.0,6.0,Low,20.513,26.040000000000003,79.56400000000001,23.438
ID_GSCPVF,41.0,200000.0,15000.0,20000.0,4.0,Low,27.853,46.31400000000001,81.20400000000001,35.157
ID_7Q6LFJ,40.0,800.0,30.0,3000.0,1.0,Low,20.513,35.196000000000005,80.07600000000001,23.438
ID_RATLCE,58.0,97.0,1800.0,3000.0,3.0,Low,14.938,55.392,79.56400000000001,22.502
ID_PLLGF3,40.0,23000.0,190000.0,240000.0,7.0,Medium,38.987,49.21600000000001,56.061,33.285
ID_00AA79,36.0,40000.0,120000.0,150000.0,3.0,Low,27.853,46.31400000000001,81.20400000000001,35.157
ID_S9GXCP,50.0,432000.0,250000.0,5184000.0,13.0,Low,32.2,48.111000000000004,81.20400000000001,33.285
ID_EF23NR,48.0,100.0,420.0,720.0,1.0,Low,22.278,34.896,115.53200000000001,33.285
ID_2MHI7O,26.0,150.0,1200.0,1440.0,1.0,Low,33.412,34.216,115.02000000000001,34.221
ID_Q5SMVV,43.0,3000.0,97.0,1000.0,4.0,Low,20.513,35.196000000000005,79.73700000000001,22.502
ID_8DM0IB,36.0,360.0,,,5.0,Medium,21.058,25.720000000000002,104.94200000000001,34.221
ID_COO004,25.0,25000.0,10500.0,75000.0,4.0,Low,29.079,46.31400000000001,81.20400000000001,35.157
ID_NV0KHK,32.0,400.0,2220.0,4800.0,9.0,Low,33.412,34.896,115.02000000000001,34.221
ID_9KVGCP,22.0,350000.0,30000.0,4200000.0,,Medium,23.512,37.818000000000005,80.69200000000001,33.285
ID_LNMMWD,36.0,,,,3.0,Low,21.058,47.626000000000005,115.19300000000001,34.221
ID_6W14E2,52.0,85.0,600.0,1020.0,25.0,Medium,22.278,34.896,66.47800000000001,34.221
ID_D48EGJ,37.0,50000.0,350000.0,430000.0,11.0,Low,27.178,48.77100000000001,81.20400000000001,35.157
ID_WRT0B4,29.0,30.0,120.0,360.0,4.0,Low,22.278,34.896,115.19300000000001,34.221
ID_9CB61G,37.0,13000.0,300.0,800.0,9.0,Medium,20.513,35.196000000000005,79.56400000000001,22.502
ID_C8KIXC,24.0,700.0,2000.0,2400.0,1.0,Medium,44.554,39.4,66.132,33.285
ID_XK2LQQ,39.0,20000.0,840.0,1800.0,2.0,Medium,38.979,26.400000000000002,42.121,34.221
ID_UR6TIA,39.0,2500.0,8880.0,30000.0,4.0,Low,44.554,48.77100000000001,115.53200000000001,35.157
ID_Y37VG6,47.0,15000.0,28800.0,35000.0,6.0,Low,49.462,41.400000000000006,115.02000000000001,35.157
ID_9IFDVB,35.0,50.0,120.0,7200.0,2.0,Low,21.058,34.896,115.02000000000001,34.221
ID_QX0MUL,40.0,190000.0,1080000.0,2160000.0,6.0,Medium,24.732,44.974000000000004,81.20400000000001,13.591
ID_WUZONU,38.0,500000.0,85000.0,1500000.0,2.0,Low,29.079,45.654,80.69200000000001,35.157
ID_AXIZLE,42.0,30.0,180.0,240.0,3.0,Low,38.979,48.306,115.02000000000001,34.221
ID_3PFDT7,29.0,660000.0,300000.0,8000000.0,,Low,24.732,45.654,81.20400000000001,33.285
ID_L0D1B4,21.0,3500.0,650.0,850.0,0.0,Medium,26.633000000000003,40.08,66.644,35.157
ID_5N2R9L,66.0,2000.0,2500.0,4500.0,27.0,Low,22.967,49.818,80.24900000000001,22.502
ID_XU3BBL,43.0,10.0,,,2.0,Medium,32.192,34.896,67.16300000000001,34.221
ID_7QA7DS,38.0,70.0,1300.0,2500.0,5.0,Low,38.979,34.216,115.02000000000001,34.221
ID_04RP59,42.0,900000.0,6000000.0,10800000.0,12.0,Low,23.512,44.974000000000004,81.20400000000001,33.285
ID_YM9VUD,44.0,4500.0,1200.0,4500.0,15.0,Low,20.513,34.536,79.56400000000001,22.502
ID_GUW6YZ,37.0,400000.0,6000.0,14000.0,2.0,Low,24.732,45.63400000000001,119.436,33.285
ID_UQC4WX,25.0,50000.0,1140000.0,1520000.0,,Low,24.732,48.111000000000004,80.69200000000001,33.285
ID_BC2FVF,67.0,7000.0,1500.0,4000.0,48.0,Low,18.059,49.818,79.73700000000001,22.502
ID_P9JYQN,49.0,20000.0,400.0,1500.0,22.0,Medium,39.646,48.431000000000004,66.47800000000001,33.285
ID_3TBO5Z,72.0,50.0,840.0,600.0,10.0,Low,21.058,34.216,115.53200000000001,34.221
ID_0I1MCY,27.0,365000.0,1200000.0,3600000.0,3.0,Low,23.512,46.31400000000001,81.20400000000001,33.285
ID_0VMPQY,22.0,2600.0,1123.0,1147.0,1.0,Medium,11.15,35.196000000000005,79.218,22.502
ID_NJKHVY,62.0,300.0,130.0,300.0,2.0,Medium,20.513,35.196000000000005,79.218,22.502
ID_I9TT96,43.0,800000.0,10596000.0,15600000.0,19.0,High,25.958000000000002,45.654,115.35900000000001,33.285
ID_83FI4O,20.0,3400.0,2000.0,500.0,1.0,Medium,17.392,39.45,79.218,23.438
ID_FBCHZ6,44.0,2000.0,4500.0,10000.0,4.0,Medium,20.513,34.536,79.56400000000001,22.502
ID_6OQNFC,53.0,230000.0,20000.0,40000.0,20.0,Low,23.512,45.654,80.69200000000001,35.157
ID_0IFRML,48.0,130.0,170.0,385.0,4.0,Medium,45.229,32.809,115.02000000000001,33.285
ID_FAX1CQ,38.0,1000.0,6000.0,2000.0,11.0,Low,38.987,40.08,115.53200000000001,35.157
ID_N4VNBO,39.0,150000.0,10000.0,10950000.0,2.0,Low,32.753,48.111000000000004,81.20400000000001,33.285
ID_Y8LWKH,22.0,600000.0,100000.0,9600000.0,5.0,Low,24.732,45.654,80.69200000000001,35.157
ID_992QC6,61.0,500.0,540.0,730.0,4.0,Low,26.633000000000003,48.77100000000001,115.02000000000001,35.157
ID_S4MUYO,30.0,800.0,960.0,5400.0,2.0,Low,37.759,34.556000000000004,115.02000000000001,34.221
ID_33U699,36.0,2600000.0,20000000.0,31200000.0,16.0,Low,29.079,48.77100000000001,80.69200000000001,33.285
ID_2PJ0MM,77.0,500.0,500.0,1000.0,1.0,Low,27.853,41.400000000000006,115.02000000000001,33.285
ID_TU124T,42.0,800000.0,5580000.0,7200000.0,,Medium,24.732,45.654,80.69200000000001,33.285
ID_MXZX3V,38.0,750000.0,62500.0,9000000.0,3.0,Medium,24.171,45.654,81.20400000000001,33.285
ID_NHRCOS,47.0,70.0,720.0,840.0,6.0,Low,22.278,34.216,115.02000000000001,34.221
ID_VMXCJ0,38.0,50000.0,850000.0,900000.0,6.0,Low,25.391,45.654,81.20400000000001,33.285
ID_HG5UGH,26.0,10000.0,4500.0,10000.0,0.0,Medium,8.696,55.392,79.218,22.502
ID_DTG0AZ,36.0,,,,1.0,Low,37.759,38.804,115.53200000000001,34.221
ID_Q85JSG,43.0,25000.0,18000.0,25000.0,5.0,High,34.079,40.720000000000006,66.54,54.851
ID_T77WT8,32.0,80000.0,35000.0,50000.0,2.0,Low,23.512,46.31400000000001,81.20400000000001,33.285
ID_SD4TR4,28.0,3581.0,210.0,81.0,1.0,Medium,20.513,34.536,79.56400000000001,23.438
ID_A21A6X,51.0,800.0,700.0,1200.0,1.0,Low,38.987,56.92700000000001,114.674,35.157
ID_X8PLWQ,30.0,500000.0,150000.0,40000.0,4.0,Low,30.299,45.654,80.69200000000001,33.285
ID_I6OEUH,47.0,3500.0,3400.0,6000.0,10.0,Low,27.853,40.08,115.53200000000001,33.285
ID_CJBSQI,21.0,30000.0,20000.0,300000.0,4.0,Low,24.732,53.81,80.69200000000001,33.285
ID_6WKECB,41.0,300000.0,1800000.0,3200000.0,8.0,Low,24.732,45.654,81.20400000000001,33.285
ID_8VYQ5U,39.0,450.0,90000.0,72000.0,20.0,Low,37.759,34.216,115.02000000000001,34.221
ID_PA3LJQ,35.0,160.0,4080.0,6000.0,3.0,Low,33.412,26.400000000000002,115.53200000000001,33.285
ID_6F7761,61.0,500.0,1500.0,5500.0,12.0,Low,20.513,39.45,79.56400000000001,22.502
ID_15O2NQ,31.0,2200.0,1500.0,2080.0,0.0,Low,27.853,48.09100000000001,114.674,33.285
ID_9ECRPR,61.0,1200000.0,300000.0,40000.0,5.0,Low,27.186,37.478,80.69200000000001,35.157
ID_GUO8I5,43.0,7000.0,3000.0,5000.0,1.0,Medium,21.725,48.77100000000001,66.644,35.157
ID_CM0NGV,50.0,120.0,720.0,5400.0,3.0,Low,22.278,34.216,115.02000000000001,33.285
ID_ZO547G,45.0,100000.0,1200000.0,2000000.0,20.0,Low,25.391,54.150000000000006,80.69200000000001,33.285
ID_PPQLA1,32.0,150000.0,15000.0,30000.0,4.0,Low,30.974,48.111000000000004,81.20400000000001,33.285
ID_YW1GNP,24.0,2160000.0,54000.0,2160000.0,1.0,Low,30.299,44.974000000000004,80.69200000000001,35.157
ID_CXTJYR,56.0,1200.0,1600.0,3000.0,2.0,Low,38.987,56.92700000000001,114.674,33.285
ID_W1Z9YU,45.0,200000.0,80000.0,200000.0,5.0,Low,24.732,46.31400000000001,81.20400000000001,44.068
ID_WP9JXI,43.0,600000.0,30000.0,7200000.0,6.0,Low,30.299,48.09100000000001,81.20400000000001,35.157
ID_QAOPKS,80.0,,,,6.0,Medium,37.759,42.712,66.99000000000001,34.221
ID_CYNLAI,28.0,450000.0,250000.0,1560000.0,4.0,Low,27.853,44.974000000000004,81.20400000000001,33.285
ID_11PTKF,63.0,17000.0,70000.0,200000.0,11.0,Medium,22.945,47.896,125.78300000000002,35.157
ID_0LO2K9,21.0,240000.0,1900000.0,2880000.0,,Low,30.299,45.654,80.69200000000001,33.285
